degree,section,course_code,course_name
Bachelor of Health Science (Nutrition and Exercise),Standard study plans,SOCI3018,UO Applications in Nutrition and Exercise
Bachelor of Human Nutrition,Common core,COREX001,An Ethically Rich Life
Bachelor of Human Nutrition,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Human Nutrition,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Human Nutrition,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Human Nutrition,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Human Nutrition,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Human Nutrition,Program core,BIOL1003,"Biology 1A: Molecules, Genes and Cells"
Bachelor of Human Nutrition,Program core,CHEM1002,Chemistry 1A
Bachelor of Human Nutrition,Program core,HBIO1002,Human Anatomy and Physiology A
Bachelor of Human Nutrition,Program core,HBIO1003,Human Anatomy and Physiology B
Bachelor of Human Nutrition,Program core,HLTH1002,Introduction to Health Research
Bachelor of Human Nutrition,Program core,INDG1003,"Aboriginal Health, Culture, Community, and Country"
Bachelor of Human Nutrition,Program core,NUTR1000,Introduction to Nutrition
Bachelor of Human Nutrition,Program core,BIOL2003,Integrative Nutritional Physiology
Bachelor of Human Nutrition,Program core,BIOL2015,Biochemistry 2: Metabolism
Bachelor of Human Nutrition,Program core,NUTR2001,Lifespan Nutrition Physiology
Bachelor of Human Nutrition,Program core,NUTR2002,Culinary Nutrition
Bachelor of Human Nutrition,Program core,NUTR2004,Human Nutrition
Bachelor of Human Nutrition,Program core,BIOL3002,Biochemistry of Human Health
Bachelor of Human Nutrition,Program core,NUTR3001,Nutrition for Exercise and Performance
Bachelor of Human Nutrition,Program core,NUTR3002,Nutrition Assessment and Behaviour Change
Bachelor of Human Nutrition,Program core,NUTR3003,Public Health and Community Nutrition
Bachelor of Human Nutrition,Standard study plans,BIOL1003,"Biology 1A: Molecules, Genes and Cells"
Bachelor of Human Nutrition,Standard study plans,HBIO1002,Human Anatomy and Physiology A
Bachelor of Human Nutrition,Standard study plans,HLTH1002,Introduction to Health Research
Bachelor of Human Nutrition,Standard study plans,INDG1003,"Aboriginal Health, Culture, Community, and Country"
Bachelor of Human Nutrition,Standard study plans,CHEM1002,Chemistry 1A
Bachelor of Human Nutrition,Standard study plans,HBIO1003,Human Anatomy and Physiology B
Bachelor of Human Nutrition,Standard study plans,NUTR1000,Introduction to Nutrition
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2003,Integrative Nutritional Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2004,Human Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1011,Elective 1
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2015,Biochemistry 2: Metabolism
Bachelor of Human Nutrition,Standard study plans,NUTR2001,Lifespan Nutrition Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2002,Culinary Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1012,Elective 2
Bachelor of Human Nutrition,Standard study plans,NUTR3002,Nutrition Assessment and Behaviour Change
Bachelor of Human Nutrition,Standard study plans,NUTR3003,Public Health and Community Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1013,Elective 3
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL3002,Biochemistry of Human Health
Bachelor of Human Nutrition,Standard study plans,NUTR3001,Nutrition for Exercise and Performance
Bachelor of Human Nutrition,Standard study plans,NUTR3900,WIL for Human Nutrition
Bachelor of Human Nutrition,Standard study plans,NUTR3900,WIL for Human Nutrition
Bachelor of Human Nutrition,Standard study plans,BIOL1003,"Biology 1A: Molecules, Genes and Cells"
Bachelor of Human Nutrition,Standard study plans,HBIO1002,Human Anatomy and Physiology A
Bachelor of Human Nutrition,Standard study plans,HLTH1002,Introduction to Health Research
Bachelor of Human Nutrition,Standard study plans,INDG1003,"Aboriginal Health, Culture, Community, and Country"
Bachelor of Human Nutrition,Standard study plans,CHEM1002,Chemistry 1A
Bachelor of Human Nutrition,Standard study plans,HBIO1003,Human Anatomy and Physiology B
Bachelor of Human Nutrition,Standard study plans,NUTR1000,Introduction to Nutrition
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2003,Integrative Nutritional Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2004,Human Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1011,Elective 1
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2015,Biochemistry 2: Metabolism
Bachelor of Human Nutrition,Standard study plans,NUTR2001,Lifespan Nutrition Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2002,Culinary Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1012,Elective 2
Bachelor of Human Nutrition,Standard study plans,NUTR3002,Nutrition Assessment and Behaviour Change
Bachelor of Human Nutrition,Standard study plans,NUTR3003,Public Health and Community Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1013,Elective 3
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL3002,Biochemistry of Human Health
Bachelor of Human Nutrition,Standard study plans,NUTR3001,Nutrition for Exercise and Performance
Bachelor of Human Nutrition,Standard study plans,NUTR3900,WIL for Human Nutrition
Bachelor of Human Nutrition,Standard study plans,BIOL1003,"Biology 1A: Molecules, Genes and Cells"
Bachelor of Human Nutrition,Standard study plans,HBIO1002,Human Anatomy and Physiology A
Bachelor of Human Nutrition,Standard study plans,HLTH1002,Introduction to Health Research
Bachelor of Human Nutrition,Standard study plans,INDG1003,"Aboriginal Health, Culture, Community, and Country"
Bachelor of Human Nutrition,Standard study plans,CHEM1002,Chemistry 1A
Bachelor of Human Nutrition,Standard study plans,HBIO1003,Human Anatomy and Physiology B
Bachelor of Human Nutrition,Standard study plans,NUTR1000,Introduction to Nutrition
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2003,Integrative Nutritional Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2004,Human Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1011,Elective 1
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL2015,Biochemistry 2: Metabolism
Bachelor of Human Nutrition,Standard study plans,NUTR2001,Lifespan Nutrition Physiology
Bachelor of Human Nutrition,Standard study plans,NUTR2002,Culinary Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1012,Elective 2
Bachelor of Human Nutrition,Standard study plans,NUTR3002,Nutrition Assessment and Behaviour Change
Bachelor of Human Nutrition,Standard study plans,NUTR3003,Public Health and Community Nutrition
Bachelor of Human Nutrition,Standard study plans,AUXX1013,Elective 3
Bachelor of Human Nutrition,Standard study plans,-,Core course
Bachelor of Human Nutrition,Standard study plans,BIOL3002,Biochemistry of Human Health
Bachelor of Human Nutrition,Standard study plans,NUTR3001,Nutrition for Exercise and Performance
Bachelor of Human Nutrition,Standard study plans,NUTR3900,WIL for Human Nutrition
Bachelor of Science majoring in Food Science and Technology,Program Core,SCIE1001,"Science of People, Society and the Future Planet"
Bachelor of Science majoring in Food Science and Technology,Program Core,STAT1000,Data Skills for Scientists
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX001,An Ethically Rich Life
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX003,Igniting Change: Ideas to Action
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Science majoring in Food Science and Technology,Common Core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Science majoring in Food Science and Technology,Core Selective,BIOL1003,"Biology 1A: Molecules, Genes and Cells"
Bachelor of Science majoring in Food Science and Technology,Core Selective,BIOL1004,Biology 1B: Evolution and Diversity of Organisms
Bachelor of Science majoring in Food Science and Technology,Core Selective,CHEM1000,Foundations in Chemistry
Bachelor of Science majoring in Food Science and Technology,Core Selective,CHEM1002,Chemistry 1A
Bachelor of Science majoring in Food Science and Technology,Core Selective,CHEM1003,Chemistry 1B
Bachelor of Science majoring in Food Science and Technology,Core Selective,EART1000,Planet Earth
Bachelor of Science majoring in Food Science and Technology,Core Selective,EART1012,"Earth, Climate and Life Systems"
Bachelor of Science majoring in Food Science and Technology,Core Selective,MATH1000,Foundations in Mathematics
Bachelor of Science majoring in Food Science and Technology,Core Selective,MATH1004,Calculus 1
Bachelor of Science majoring in Food Science and Technology,Core Selective,MATH1005,Calculus 2
Bachelor of Science majoring in Food Science and Technology,Core Selective,PHYS1000,Foundations in Physics
Bachelor of Science majoring in Food Science and Technology,Core Selective,PHYS1001,Physics 1A
Bachelor of Science majoring in Food Science and Technology,Core Selective,PHYS1002,Physics 1B
Bachelor of Science majoring in Food Science and Technology,Core Selective,MATHX104,Linear Algebra
Bachelor of Science majoring in Food Science and Technology,Core Selective,MATHX202,Differential Equations
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOOD3004,Food Product Development 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOOD3005,Future Foods
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOOD3015,Advanced Food Microbiology
Bachelor of Science majoring in Food Science and Technology,Rules and notes,MATH1000,Foundations in Mathematics
Bachelor of Science majoring in Food Science and Technology,Rules and notes,NUTR1000,Introduction to Nutrition
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOOD1000,Introduction to Food and Science Technology
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOODX200,Sensory Evaluations of Food
Bachelor of Science majoring in Food Science and Technology,Rules and notes,ENGPX415,Food Processing and Safety
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOODX500,Food Microbiology
Bachelor of Science majoring in Food Science and Technology,Rules and notes,CHEMX200,Food Chemistry
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOODX501,Food Quality and Regulation
Bachelor of Science majoring in Food Science and Technology,Rules and notes,FOOD3003,Food Processing and Manufacturing
Bachelor of Science majoring in Food Science and Technology,Rules and notes,ANIM3005,Professional Skills in Animal Science
Bachelor of Science majoring in Food Science and Technology,Rules and notes,ANIM3900,Advanced Applications in Animal Behaviour
Bachelor of Science majoring in Food Science and Technology,Rules and notes,BIOL2900,Molecular and Biomedical Science Practical 2
Bachelor of Science majoring in Food Science and Technology,Rules and notes,BIOL3007,Molecular and Biomedical Sciences Practical 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,BIOL3012,Microbiology and Immunology Practical 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,BIOL3900,Genetics Practical 3A
Bachelor of Science majoring in Food Science and Technology,Rules and notes,EART3002,Field Palaeontology 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,EART3003,Field Geoscience Program 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,PHYS3004,Optics and Photonics 3
Bachelor of Science majoring in Food Science and Technology,Rules and notes,PHYSX300,Computational Physics
Bachelor of Science majoring in Food Science and Technology,Rules and notes,PHYSX301,Experimental Physics
Bachelor of Science majoring in Food Science and Technology,Rules and notes,SCIE3900,Science Professional Placement
Bachelor of Science majoring in Food Science and Technology,Rules and notes,SCIE3901,Science Professional Project
Bachelor of Science majoring in Food Science and Technology,Rules and notes,BIOL2016,Genetics Practical 3B
Bachelor of Science majoring in Food Science and Technology,Rules and notes,EART3004,Geophysics 3C: Seismic Processing and Interpretation
