degree,section,course_code,course_name
Bachelor of Business majoring in Real Estate,Rules and notes,SPOR3900,Sport Practicum 2
Bachelor of Business majoring in Real Estate,Rules and notes,MARK3900,Integrated Marketing
Bachelor of Business majoring in Real Estate,Rules and notes,MDIA3016,Strategic Communication in Practice
Bachelor of Business majoring in Real Estate,Rules and notes,PROJ2900,WIL
Bachelor of Business majoring in Real Estate,Rules and notes,PROJ3000,Project Management Professional Practice
Bachelor of Business majoring in Real Estate,Elective - Open,AUXX1011,Elective 1
Bachelor of Business majoring in Real Estate,Elective - Open,AUXX1012,Elective 2
Bachelor of Business majoring in Real Estate,Elective - Open,AUXX1013,Elective 3
Bachelor of Business majoring in Real Estate,Elective - Open,AUXX1014,Elective 4
Bachelor of Business majoring in Real Estate,Program electives - Procurement and Supply Chain Management major,BUSI3009,Negotiated Project in the Bachelor of Business (P and SCM)
Bachelor of Business majoring in Real Estate,Program electives - Procurement and Supply Chain Management major,IBUS2000,International Business Environment
Bachelor of Business majoring in Real Estate,Program electives - Procurement and Supply Chain Management major,IBUS2002,International Human Resource Management
Bachelor of Business majoring in Real Estate,Program electives - Project Management major,PROJ3001,Project Procurement and Resourcing
Bachelor of Business majoring in Real Estate,Program electives - Project Management major,PROJ3004,Leadership in Stakeholder Management
Bachelor of Business majoring in Real Estate,Progam electives -  Marketing and Communication major,MARK3023,Service Design and Marketing
Bachelor of Business majoring in Real Estate,Program electives - Marketing and Design major,MARK3023,Service Design and Marketing
Bachelor of Commerce majoring in Property,Common core,COREX001,An Ethically Rich Life
Bachelor of Commerce majoring in Property,Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Commerce majoring in Property,Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Commerce majoring in Property,Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Commerce majoring in Property,Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Commerce majoring in Property,Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Commerce majoring in Property,Program core,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Property,Program core,BAFI1001,Business Finance
Bachelor of Commerce majoring in Property,Program core,BUSI1001,Business Law
Bachelor of Commerce majoring in Property,Program core,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Property,Program core,ECON1012,Data Analytics
Bachelor of Commerce majoring in Property,Program core,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Property,Program core,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Property,Program core,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Property,Program core,BUSI2027,Property and Real Estate Law
Bachelor of Commerce majoring in Property,Program core,MARK1004,Discovering Opportunities in Property
Bachelor of Commerce majoring in Property,Program core,MARK1006,Property Asset Management
Bachelor of Commerce majoring in Property,Program core,MARK2200,Property Economics
Bachelor of Commerce majoring in Property,Program core,MARK3202,Property Investment
Bachelor of Commerce majoring in Property,Program core,MARK3203,Property Development
Bachelor of Commerce majoring in Property,Program core,MARK3204,Statutory and Advanced Valuations
Bachelor of Commerce majoring in Property,Program core,MARK3205,Commercial Property Valuation
Bachelor of Commerce majoring in Property,Program core,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Property,Program core,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Property,Program electives,BAFI1002,Personal Finance
Bachelor of Commerce majoring in Property,Program electives,BAFI2009,Financial Modelling
Bachelor of Commerce majoring in Property,Program electives,BAFI2010,Behavioural Finance
Bachelor of Commerce majoring in Property,Program electives,BAFI2012,Strategic Financial Analysis
Bachelor of Commerce majoring in Property,Program electives,BAFI3006,Alternative Investments
Bachelor of Commerce majoring in Property,Program electives,BAFI3007,Global Wealth Management
Bachelor of Commerce majoring in Property,Program electives,BAFI5018,Blockchain Crypto and Big Data
Bachelor of Construction Management,Common core courses,COREX001,An Ethically Rich Life
Bachelor of Construction Management,Common core courses,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Construction Management,Common core courses,COREX003,Igniting Change: Ideas to Action
Bachelor of Construction Management,Common core courses,COREX004,"Proppa Ways, Future Practice"
Bachelor of Construction Management,Common core courses,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Construction Management,Common core courses,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Construction Management,Program core courses,ARCH1009,Construction Science and Materials
Bachelor of Construction Management,Program core courses,ARCH1010,Structures
Bachelor of Construction Management,Program core courses,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management,Program core courses,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management,Program core courses,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management,Program core courses,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management,Program core courses,ARCH2010,High-rise Construction
Bachelor of Construction Management,Program core courses,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management,Program core courses,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management,Program core courses,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management,Program core courses,BLDG2004,Infrastructure Construction
Bachelor of Construction Management,Program core courses,BLDG3001,Building Services
Bachelor of Construction Management,Program core courses,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management,Program core courses,BLDG3003,Building Surveying
Bachelor of Construction Management,Program core courses,BLDG3004,Cost Planning
Bachelor of Construction Management,Program core courses,BLDG3005,Commercial Management
Bachelor of Construction Management,Program core courses,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management,Program core courses,BLDG3019,Construction Scheduling
Bachelor of Construction Management,Program core courses,BLDG4007,Construction Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management,Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management,Standard study plans,ARCH1010,Structures
Bachelor of Construction Management,Standard study plans,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management,Standard study plans,ARCH1009,Construction Science and Materials
Bachelor of Construction Management,Standard study plans,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,ARCH2010,High-rise Construction
Bachelor of Construction Management,Standard study plans,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management,Standard study plans,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management,Standard study plans,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management,Standard study plans,BLDG4007,Construction Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2004,Infrastructure Construction
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,BLDG3001,Building Services
Bachelor of Construction Management,Standard study plans,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management,Standard study plans,BLDG3003,Building Surveying
Bachelor of Construction Management,Standard study plans,BLDG3004,Cost Planning
Bachelor of Construction Management,Standard study plans,BLDG3005,Commercial Management
Bachelor of Construction Management,Standard study plans,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management,Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management,Standard study plans,BLDG3019,Construction Scheduling
Bachelor of Construction Management,Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management,Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management,Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management,Standard study plans,ARCH1010,Structures
Bachelor of Construction Management,Standard study plans,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management,Standard study plans,ARCH1009,Construction Science and Materials
Bachelor of Construction Management,Standard study plans,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,ARCH2010,High-rise Construction
Bachelor of Construction Management,Standard study plans,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management,Standard study plans,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management,Standard study plans,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management,Standard study plans,BLDG4007,Construction Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2004,Infrastructure Construction
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,BLDG3001,Building Services
Bachelor of Construction Management,Standard study plans,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management,Standard study plans,BLDG3003,Building Surveying
Bachelor of Construction Management,Standard study plans,BLDG3004,Cost Planning
Bachelor of Construction Management,Standard study plans,BLDG3005,Commercial Management
Bachelor of Construction Management,Standard study plans,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management,Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management,Standard study plans,BLDG3019,Construction Scheduling
Bachelor of Construction Management,Program electives,ARCH1006,Environmental Design and the Sensory Body
Bachelor of Construction Management,Program electives,ARCH2007,Digital Design Communications
Bachelor of Construction Management,Program electives,ARCHX304,Urban Design for Health and Sustainability
Bachelor of Construction Management,Program electives,ENVIX300,"Environmental Planning, Climate Change and Sustainability"
Bachelor of Construction Management,Program electives,INTE1002,Interiors Construction
Bachelor of Construction Management,Program electives,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Construction Management,Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management,Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management,Standard study plans,ARCH1010,Structures
Bachelor of Construction Management,Standard study plans,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management,Standard study plans,ARCH1009,Construction Science and Materials
Bachelor of Construction Management,Standard study plans,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,ARCH2010,High-rise Construction
Bachelor of Construction Management,Standard study plans,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management,Standard study plans,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management,Standard study plans,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management,Standard study plans,BLDG4007,Construction Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2004,Infrastructure Construction
Bachelor of Construction Management,Standard study plans,-,Elective
Bachelor of Construction Management,Standard study plans,-,Core course
Bachelor of Construction Management,Standard study plans,BLDG3001,Building Services
Bachelor of Construction Management,Standard study plans,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management,Standard study plans,BLDG3003,Building Surveying
Bachelor of Construction Management,Standard study plans,BLDG3004,Cost Planning
Bachelor of Construction Management,Standard study plans,BLDG3005,Commercial Management
Bachelor of Construction Management,Standard study plans,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management,Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management,Standard study plans,BLDG3019,Construction Scheduling
Bachelor of Construction Management,Electives,BLDG1009,UO Construction Communication
Bachelor of Construction Management,Electives,BLDG1010,UO Introduction to Construction Business Management
Bachelor of Construction Management,Electives,BLDG1011,UO Introduction to Construction Management
Bachelor of Construction Management,Electives,BLDG1012,UO Quantity Surveying Practice 1
Bachelor of Construction Management,Electives,BLDG2006,UO Building Services
Bachelor of Construction Management,Electives,BLDG2007,UO Construction 2
Bachelor of Construction Management,Electives,BLDG2008,UO Construction Environmental Science
Bachelor of Construction Management,Electives,BLDG2009,UO Structures 2
Bachelor of Construction Management,Electives,BLDG2010,UO Construction Cost Planning
Bachelor of Construction Management,Electives,BLDG2011,UO Construction Scheduling
Bachelor of Construction Management,Electives,BLDG2012,UO Introduction to Contract Administration
Bachelor of Construction Management,Electives,BLDG3007,UO Building Surveying
Bachelor of Construction Management,Electives,BLDG3008,UO Construction 3
Bachelor of Construction Management,Electives,BLDG3009,UO Advanced Contract Administration
Bachelor of Construction Management,Electives,BLDG3010,UO Construction Operations and Safety
Bachelor of Construction Management,Electives,BLDG3011,UO Contract Administration
Bachelor of Construction Management,Electives,BLDG3012,UO Project Appraisal
Bachelor of Construction Management,Electives,BLDG4008,UO Development Regulation
Bachelor of Construction Management,Electives,BLDG4009,UO Fire Technology
Bachelor of Construction Management,Electives,BLDG1005,UO Construction 1
Bachelor of Construction Management,Electives,BLDG1006,UO Construction Materials
Bachelor of Construction Management,Electives,BLDG1007,UO Structures 1
Bachelor of Construction Management,Electives,BLDG1008,UO Building Estimating
Bachelor of Construction Management,Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
Bachelor of Construction Management,Standard study plans,BLDG1011,UO Introduction to Construction Management
Bachelor of Construction Management,Standard study plans,BLDG1009,UO Construction Communication
Bachelor of Construction Management,Standard study plans,BLDG1005,UO Construction 1
Bachelor of Construction Management,Standard study plans,BLDG1006,UO Construction Materials
Bachelor of Construction Management,Standard study plans,BLDG1010,UO Introduction to Construction Business Management
Bachelor of Construction Management,Standard study plans,BLDG1007,UO Structures 1
Bachelor of Construction Management,Standard study plans,BLDG2012,UO Introduction to Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2011,UO Construction Scheduling
Bachelor of Construction Management,Standard study plans,BLDG2007,UO Construction 2
Bachelor of Construction Management,Standard study plans,BLDG1012,UO Quantity Surveying Practice 1
Bachelor of Construction Management,Standard study plans,BLDG3011,UO Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2009,UO Structures 2
Bachelor of Construction Management,Standard study plans,BLDG1008,UO Building Estimating
Bachelor of Construction Management,Standard study plans,BLDG2006,UO Building Services
Bachelor of Construction Management,Standard study plans,BLDG2010,UO Construction Cost Planning
Bachelor of Construction Management,Standard study plans,BLDG4008,UO Development Regulation
Bachelor of Construction Management,Standard study plans,BLDG3008,UO Construction 3
Bachelor of Construction Management,Standard study plans,BLDG2008,UO Construction Environmental Science
Bachelor of Construction Management,Standard study plans,BLDG3012,UO Project Appraisal
Bachelor of Construction Management,Standard study plans,BLDG3010,UO Construction Operations and Safety
Bachelor of Construction Management,Standard study plans,BLDG4009,UO Fire Technology
Bachelor of Construction Management,Standard study plans,BLDG3007,UO Building Surveying
Bachelor of Construction Management,Standard study plans,BLDG3009,UO Advanced Contract Administration
Bachelor of Construction Management,Standard study plans,SOCI3014,UO Critical Approaches to Online Learning
Bachelor of Construction Management,Standard study plans,BLDG1011,UO Introduction to Construction Management
Bachelor of Construction Management,Standard study plans,BLDG1009,UO Construction Communication
Bachelor of Construction Management,Standard study plans,BLDG1005,UO Construction 1
Bachelor of Construction Management,Standard study plans,BLDG1006,UO Construction Materials
Bachelor of Construction Management,Standard study plans,BLDG1010,UO Introduction to Construction Business Management
Bachelor of Construction Management,Standard study plans,BLDG1007,UO Structures 1
Bachelor of Construction Management,Standard study plans,BLDG2012,UO Introduction to Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2011,UO Construction Scheduling
Bachelor of Construction Management,Standard study plans,BLDG2007,UO Construction 2
Bachelor of Construction Management,Standard study plans,BLDG1012,UO Quantity Surveying Practice 1
Bachelor of Construction Management,Standard study plans,BLDG3011,UO Contract Administration
Bachelor of Construction Management,Standard study plans,BLDG2009,UO Structures 2
Bachelor of Construction Management,Standard study plans,BLDG1008,UO Building Estimating
Bachelor of Construction Management,Standard study plans,BLDG2006,UO Building Services
Bachelor of Construction Management,Standard study plans,BLDG2010,UO Construction Cost Planning
Bachelor of Construction Management,Standard study plans,BLDG4008,UO Development Regulation
Bachelor of Construction Management,Standard study plans,BLDG3008,UO Construction 3
Bachelor of Construction Management,Standard study plans,BLDG2008,UO Construction Environmental Science
Bachelor of Construction Management,Standard study plans,BLDG3012,UO Project Appraisal
Bachelor of Construction Management,Standard study plans,BLDG3010,UO Construction Operations and Safety
Bachelor of Construction Management,Standard study plans,BLDG4009,UO Fire Technology
Bachelor of Construction Management,Standard study plans,BLDG3007,UO Building Surveying
Bachelor of Construction Management,Standard study plans,BLDG3009,UO Advanced Contract Administration
Bachelor of Construction Management (Honours),Common core,COREX001,An Ethically Rich Life
Bachelor of Construction Management (Honours),Common core,COREX002,Fact or Fiction: Data for Everyone
Bachelor of Construction Management (Honours),Common core,COREX003,Igniting Change: Ideas to Action
Bachelor of Construction Management (Honours),Common core,COREX004,"Proppa Ways, Future Practice"
Bachelor of Construction Management (Honours),Common core,COREX005,"Responsible AI: Bridging Ethics, Education and Industry"
Bachelor of Construction Management (Honours),Common core,COREX006,"Ways of Being, Ways of Seeing"
Bachelor of Construction Management (Honours),Program core,ARCH1010,Structures
Bachelor of Construction Management (Honours),Program core,ARCH1009,Construction Science and Materials
Bachelor of Construction Management (Honours),Program core,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management (Honours),Program core,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management (Honours),Program core,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management (Honours),Program core,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management (Honours),Program core,ARCH2010,High-rise Construction
Bachelor of Construction Management (Honours),Program core,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management (Honours),Program core,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management (Honours),Program core,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management (Honours),Program core,BLDG2004,Infrastructure Construction
Bachelor of Construction Management (Honours),Program core,BLDG3001,Building Services
Bachelor of Construction Management (Honours),Program core,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management (Honours),Program core,BLDG3003,Building Surveying
Bachelor of Construction Management (Honours),Program core,BLDG3004,Cost Planning
Bachelor of Construction Management (Honours),Program core,BLDG3005,Commercial Management
Bachelor of Construction Management (Honours),Program core,BLDG3019,Construction Scheduling
Bachelor of Construction Management (Honours),Program core,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management (Honours),Program core,BLDG3800,Advanced Construction Management
Bachelor of Construction Management (Honours),Program core,BLDG4001,Integrated Project
Bachelor of Construction Management (Honours),Program core,BLDG4002,Advanced Building Surveying
Bachelor of Construction Management (Honours),Program core,BLDG4003,Advanced Quantity Surveying
Bachelor of Construction Management (Honours),Program core,BLDG4004,Advanced Construction Contract Administration
Bachelor of Construction Management (Honours),Program core,BLDG4005,Construction Management Research Project A
Bachelor of Construction Management (Honours),Program core,BLDG4006,Construction Management Research Project B
Bachelor of Construction Management (Honours),Program core,BLDG4007,Construction Contract Administration
Bachelor of Construction Management (Honours),Program core,BLDG4027,Fire Technology
Bachelor of Construction Management (Honours),Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management (Honours),Standard study plans,ARCH1010,Structures
Bachelor of Construction Management (Honours),Standard study plans,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management (Honours),Standard study plans,ARCH1009,Construction Science and Materials
Bachelor of Construction Management (Honours),Standard study plans,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management (Honours),Standard study plans,-,Elective
Bachelor of Construction Management (Honours),Standard study plans,-,Core course
Bachelor of Construction Management (Honours),Standard study plans,ARCH2010,High-rise Construction
Bachelor of Construction Management (Honours),Standard study plans,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management (Honours),Standard study plans,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management (Honours),Standard study plans,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management (Honours),Standard study plans,BLDG4007,Construction Contract Administration
Bachelor of Construction Management (Honours),Standard study plans,BLDG2004,Infrastructure Construction
Bachelor of Construction Management (Honours),Standard study plans,-,Elective
Bachelor of Construction Management (Honours),Standard study plans,-,Core course
Bachelor of Construction Management (Honours),Standard study plans,BLDG3001,Building Services
Bachelor of Construction Management (Honours),Standard study plans,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management (Honours),Standard study plans,BLDG3003,Building Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG3004,Cost Planning
Bachelor of Construction Management (Honours),Standard study plans,BLDG3005,Commercial Management
Bachelor of Construction Management (Honours),Standard study plans,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management (Honours),Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management (Honours),Standard study plans,BLDG3019,Construction Scheduling
Bachelor of Construction Management (Honours),Standard study plans,BLDG4005,Construction Management Research Project A
Bachelor of Construction Management (Honours),Standard study plans,BLDG3800,Advanced Construction Management
Bachelor of Construction Management (Honours),Standard study plans,BLDG4002,Advanced Building Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG4003,Advanced Quantity Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG4004,Advanced Construction Contract Administration
Bachelor of Construction Management (Honours),Standard study plans,BLDG4001,Integrated Project
Bachelor of Construction Management (Honours),Standard study plans,BLDG4006,Construction Management Research Project B
Bachelor of Construction Management (Honours),Standard study plans,BLDG4027,Fire Technology
Bachelor of Construction Management (Honours),Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management (Honours),Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management (Honours),Standard study plans,ARCH1010,Structures
Bachelor of Construction Management (Honours),Standard study plans,BLDG1001,Construction Economics and Procurement
Bachelor of Construction Management (Honours),Standard study plans,ARCH1009,Construction Science and Materials
Bachelor of Construction Management (Honours),Standard study plans,BLDG1004,Construction Communication and Digital Construction Fundamentals
Bachelor of Construction Management (Honours),Standard study plans,-,Elective
Bachelor of Construction Management (Honours),Standard study plans,-,Core course
Bachelor of Construction Management (Honours),Standard study plans,ARCH2010,High-rise Construction
Bachelor of Construction Management (Honours),Standard study plans,BLDG2001,Construction Planning and Safety
Bachelor of Construction Management (Honours),Standard study plans,BLDG2002,Development Regulations and Building Codes
Bachelor of Construction Management (Honours),Standard study plans,BLDG2003,Quantity Surveying Fundamentals and Cost Estimating
Bachelor of Construction Management (Honours),Standard study plans,BLDG4007,Construction Contract Administration
Bachelor of Construction Management (Honours),Standard study plans,BLDG2004,Infrastructure Construction
Bachelor of Construction Management (Honours),Standard study plans,-,Elective
Bachelor of Construction Management (Honours),Standard study plans,-,Core course
Bachelor of Construction Management (Honours),Standard study plans,BLDG3001,Building Services
Bachelor of Construction Management (Honours),Standard study plans,BLDG3002,"Risk, Quality and People Management"
Bachelor of Construction Management (Honours),Standard study plans,BLDG3003,Building Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG3004,Cost Planning
Bachelor of Construction Management (Honours),Standard study plans,BLDG3005,Commercial Management
Bachelor of Construction Management (Honours),Standard study plans,BLDGX300,Construction Management Research Methods
Bachelor of Construction Management (Honours),Standard study plans,BLDG3900,Construction Management Professional Practice
Bachelor of Construction Management (Honours),Standard study plans,BLDG3019,Construction Scheduling
Bachelor of Construction Management (Honours),Standard study plans,BLDG4005,Construction Management Research Project A
Bachelor of Construction Management (Honours),Standard study plans,BLDG3800,Advanced Construction Management
Bachelor of Construction Management (Honours),Standard study plans,BLDG4002,Advanced Building Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG4003,Advanced Quantity Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG4004,Advanced Construction Contract Administration
Bachelor of Construction Management (Honours),Standard study plans,BLDG4001,Integrated Project
Bachelor of Construction Management (Honours),Standard study plans,BLDG4006,Construction Management Research Project B
Bachelor of Construction Management (Honours),Standard study plans,BLDG4027,Fire Technology
Bachelor of Construction Management (Honours),Program electives,ARCH1006,Environmental Design and the Sensory Body
Bachelor of Construction Management (Honours),Program electives,INTE1002,Interiors Construction
Bachelor of Construction Management (Honours),Program electives,ARCH2007,Digital Design Communications
Bachelor of Construction Management (Honours),Program electives,PROJ2002,Project Management Methodologies and Concepts
Bachelor of Construction Management (Honours),Program electives,ENVIX300,"Environmental Planning, Climate Change and Sustainability"
Bachelor of Construction Management (Honours),Program electives,ARCHX304,Urban Design for Health and Sustainability
Bachelor of Construction Management (Honours),Standard study plans,BLDG1002,Low-rise Construction and Land Surveying
Bachelor of Construction Management (Honours),Standard study plans,BLDG1000,Introduction to Construction Management
Bachelor of Construction Management (Honours),Standard study plans,ARCH1010,Structures
Bachelor of Construction Management (Honours),Standard study plans,BLDG1001,Construction Economics and Procurement
